Player,Table Points,Player_Score,Rank,Simulation
Mike,61,1451.0,2,599
Matt,59,1543.0,3,599
Nick,57,1548.0,4,599
John,56,1383.0,5,599
Tim,55,1507.0,6,599
Andy,50,1504.0,7,599
Karl,45,1433.0,8,599
Mikey,44,1447.0,9,599
Dove,40,1533.0,10,599
Andy,70,1609.0,1,600
Matt,68,1578.0,2,600
Sam,63,1495.0,3,600
Tim,61,1492.0,4,600
Nick,60,1489.0,5,600
Mike,47,1399.0,6,600
Mikey,46,1411.0,7,600
John,42,1290.0,8,600
Karl,41,1467.0,9,600
Dove,35,1377.0,10,600
Tim,65,1576.0,1,601
Sam,61,1504.0,2,601
Nick,60,1564.0,3,601
Mike,58,1416.0,4,601
Matt,56,1604.0,5,601
Mikey,56,1498.0,6,601
Andy,55,1561.0,7,601
Karl,47,1500.0,8,601
Dove,38,1459.0,9,601
John,37,1305.0,10,601
Matt,66,1564.0,1,602
Mikey,66,1466.0,2,602
Andy,61,1550.0,3,602
Sam,57,1458.0,4,602
Mike,55,1397.0,5,602
Nick,51,1477.0,6,602
Tim,47,1457.0,7,602
John,47,1306.0,8,602
Karl,41,1499.0,9,602
Dove,41,1433.0,10,602
Matt,66,1593.0,1,603
Sam,66,1457.0,2,603
Tim,65,1605.0,3,603
Nick,57,1426.0,4,603
Mike,53,1492.0,5,603
Andy,53,1466.0,6,603
John,49,1352.0,7,603
Mikey,46,1439.0,8,603
Karl,38,1506.0,9,603
Dove,38,1444.0,10,603
Matt,71,1697.0,1,604
Andy,61,1588.0,2,604
Tim,58,1548.0,3,604
Mike,58,1467.0,4,604
Nick,58,1453.0,5,604
Sam,57,1491.0,6,604
Mikey,50,1424.0,7,604
Dove,48,1490.0,8,604
John,41,1293.0,9,604
Karl,30,1453.0,10,604
Mikey,67,1524.0,1,605
Tim,62,1519.0,2,605
Mike,59,1462.0,3,605
Sam,58,1457.0,4,605
Andy,57,1538.0,5,605
Nick,49,1402.0,6,605
John,49,1299.0,7,605
Matt,47,1457.0,8,605
Dove,42,1536.0,9,605
Karl,42,1490.0,10,605
Matt,66,1622.0,1,606
Sam,60,1551.0,2,606
Tim,58,1513.0,3,606
Mike,55,1471.0,4,606
Mikey,55,1436.0,5,606
Andy,54,1557.0,6,606
Nick,52,1485.0,7,606
Dove,51,1538.0,8,606
John,46,1308.0,9,606
Karl,36,1427.0,10,606
Matt,65,1623.0,1,607
Mike,61,1449.0,2,607
Sam,60,1466.0,3,607
Tim,56,1463.0,4,607
Andy,54,1566.0,5,607
Karl,53,1527.0,6,607
Nick,53,1447.0,7,607
Mikey,50,1427.0,8,607
John,46,1267.0,9,607
Dove,35,1346.0,10,607
Tim,65,1596.0,1,608
Sam,63,1479.0,2,608
Matt,62,1617.0,3,608
Mike,61,1419.0,4,608
Nick,60,1514.0,5,608
Andy,54,1636.0,6,608
John,46,1298.0,7,608
Dove,44,1484.0,8,608
Mikey,41,1461.0,9,608
Karl,38,1484.0,10,608
Matt,69,1567.0,1,609
Andy,63,1615.0,2,609
Nick,63,1482.0,3,609
Dove,56,1471.0,4,609
Sam,51,1454.0,5,609
Tim,49,1515.0,6,609
John,49,1309.0,7,609
Mike,46,1401.0,8,609
Karl,45,1430.0,9,609
Mikey,43,1414.0,10,609
Andy,66,1612.0,1,610
Sam,64,1466.0,2,610
Mike,61,1480.0,3,610
Matt,60,1568.0,4,610
Tim,58,1564.0,5,610
Nick,55,1465.0,6,610
Dove,45,1460.0,7,610
Mikey,43,1393.0,8,610
John,43,1258.0,9,610
Karl,38,1423.0,10,610
Matt,75,1662.0,1,611
John,65,1390.0,2,611
Andy,64,1568.0,3,611
Sam,57,1400.0,4,611
Mikey,52,1429.0,5,611
Mike,50,1330.0,6,611
Tim,49,1564.0,7,611
Karl,45,1545.0,8,611
Nick,43,1443.0,9,611
Dove,32,1410.0,10,611
Andy,72,1640.0,1,612
Matt,60,1580.0,2,612
Mike,55,1491.0,3,612
Nick,54,1458.0,4,612
Dove,53,1510.0,5,612
Sam,53,1490.0,6,612
Mikey,52,1430.0,7,612
Tim,50,1472.0,8,612
Karl,44,1506.0,9,612
John,40,1361.0,10,612
Andy,70,1646.0,1,613
Mike,66,1458.0,2,613
Matt,62,1613.0,3,613
Sam,58,1471.0,4,613
Tim,57,1545.0,5,613
Nick,50,1440.0,6,613
Karl,46,1480.0,7,613
Mikey,45,1468.0,8,613
John,41,1329.0,9,613
Dove,33,1398.0,10,613
Tim,67,1598.0,1,614
Matt,66,1633.0,2,614
Andy,61,1582.0,3,614
Mike,61,1422.0,4,614
Sam,57,1420.0,5,614
Nick,55,1452.0,6,614
Mikey,53,1416.0,7,614
Dove,46,1524.0,8,614
John,37,1269.0,9,614
Karl,29,1434.0,10,614
Sam,69,1495.0,1,615
Andy,67,1659.0,2,615
Tim,61,1581.0,3,615
Matt,57,1564.0,4,615
Nick,55,1451.0,5,615
Mikey,53,1427.0,6,615
Dove,45,1474.0,7,615
John,43,1255.0,8,615
Karl,41,1419.0,9,615
Mike,38,1405.0,10,615
Andy,67,1579.0,1,616
Sam,60,1445.0,2,616
Matt,57,1554.0,3,616
Nick,56,1508.0,4,616
Dove,56,1495.0,5,616
Tim,53,1570.0,6,616
Mikey,52,1427.0,7,616
Karl,44,1447.0,8,616
John,44,1294.0,9,616
Mike,42,1432.0,10,616
Sam,72,1523.0,1,617
Andy,60,1680.0,2,617
Matt,59,1551.0,3,617
John,58,1318.0,4,617
Tim,52,1542.0,5,617
Nick,51,1462.0,6,617
Karl,47,1455.0,7,617
Mike,46,1417.0,8,617
Mikey,46,1410.0,9,617
Dove,44,1493.0,10,617
Mike,64,1473.0,1,618
Matt,62,1603.0,2,618
Andy,60,1588.0,3,618
Sam,60,1472.0,4,618
Tim,52,1596.0,5,618
Nick,51,1520.0,6,618
Dove,50,1461.0,7,618
Mikey,49,1373.0,8,618
John,49,1310.0,9,618
Karl,38,1519.0,10,618
John,61,1292.0,1,619
Matt,60,1606.0,2,619
Tim,58,1523.0,3,619
Andy,55,1552.0,4,619
Sam,55,1429.0,5,619
Mike,53,1472.0,6,619
Karl,50,1582.0,7,619
Dove,47,1458.0,8,619
Mikey,47,1411.0,9,619
Nick,46,1470.0,10,619
Matt,65,1645.0,1,620
Tim,61,1560.0,2,620
Andy,60,1666.0,3,620
Sam,58,1493.0,4,620
Nick,57,1434.0,5,620
Mikey,56,1457.0,6,620
Karl,48,1479.0,7,620
Mike,47,1373.0,8,620
John,46,1350.0,9,620
Dove,35,1512.0,10,620
Tim,67,1623.0,1,621
Andy,63,1669.0,2,621
Matt,61,1639.0,3,621
Mike,55,1486.0,4,621
Mikey,53,1460.0,5,621
Sam,52,1497.0,6,621
Dove,51,1553.0,7,621
Nick,49,1467.0,8,621
John,46,1301.0,9,621
Karl,34,1471.0,10,621
Matt,71,1648.0,1,622
Mikey,61,1438.0,2,622
Tim,58,1489.0,3,622
Andy,57,1547.0,4,622
Mike,52,1401.0,5,622
John,52,1352.0,6,622
Nick,51,1528.0,7,622
Sam,45,1450.0,8,622
Dove,44,1489.0,9,622
Karl,44,1433.0,10,622
Tim,64,1632.0,1,623
Matt,59,1522.0,2,623
Andy,57,1545.0,3,623
Dove,56,1525.0,4,623
Sam,56,1481.0,5,623
John,56,1372.0,6,623
Nick,48,1400.0,7,623
Karl,47,1443.0,8,623
Mike,47,1320.0,9,623
Mikey,43,1418.0,10,623
Mikey,64,1518.0,1,624
Tim,59,1493.0,2,624
Andy,57,1557.0,3,624
Nick,56,1465.0,4,624
Matt,55,1559.0,5,624
Mike,55,1343.0,6,624
Sam,52,1433.0,7,624
John,49,1289.0,8,624
Dove,44,1385.0,9,624
Karl,41,1472.0,10,624
Matt,68,1590.0,1,625
Sam,60,1501.0,2,625
Mikey,58,1496.0,3,625
John,58,1350.0,4,625
Andy,54,1550.0,5,625
Tim,52,1537.0,6,625
Nick,52,1508.0,7,625
Mike,52,1470.0,8,625
Karl,42,1507.0,9,625
Dove,38,1491.0,10,625
Andy,78,1683.0,1,626
Karl,56,1533.0,2,626
Mike,56,1440.0,3,626
Tim,55,1533.0,4,626
Nick,54,1461.0,5,626
Sam,51,1440.0,6,626
Dove,50,1462.0,7,626
John,49,1260.0,8,626
Matt,44,1448.0,9,626
Mikey,41,1430.0,10,626
John,61,1411.0,1,627
Sam,60,1461.0,2,627
Tim,59,1554.0,3,627
Nick,58,1479.0,4,627
Mikey,58,1469.0,5,627
Andy,57,1528.0,6,627
Mike,56,1438.0,7,627
Matt,50,1535.0,8,627
Dove,39,1382.0,9,627
Karl,35,1424.0,10,627
Mike,65,1545.0,1,628
Andy,60,1660.0,2,628
Mikey,58,1397.0,3,628
Sam,57,1456.0,4,628
Nick,57,1413.0,5,628
Tim,55,1505.0,6,628
Matt,50,1541.0,7,628
Dove,49,1501.0,8,628
John,46,1290.0,9,628
Karl,36,1444.0,10,628
Tim,73,1686.0,1,629
Matt,65,1536.0,2,629
Mikey,64,1408.0,3,629
Nick,63,1484.0,4,629
Andy,55,1569.0,5,629
Sam,54,1450.0,6,629
Mike,53,1404.0,7,629
John,46,1296.0,8,629
Dove,34,1473.0,9,629
Karl,26,1406.0,10,629
Sam,66,1513.0,1,630
Andy,60,1605.0,2,630
Matt,56,1531.0,3,630
John,55,1420.0,4,630
Karl,53,1505.0,5,630
Mike,53,1361.0,6,630
Tim,52,1520.0,7,630
Nick,52,1486.0,8,630
Mikey,52,1434.0,9,630
Dove,35,1395.0,10,630
Tim,67,1612.0,1,631
Mike,64,1532.0,2,631
Nick,64,1525.0,3,631
Matt,59,1577.0,4,631
Mikey,55,1419.0,5,631
Andy,52,1544.0,6,631
John,52,1282.0,7,631
Sam,45,1382.0,8,631
Dove,44,1468.0,9,631
Karl,32,1452.0,10,631
Andy,75,1634.0,1,632
Matt,66,1593.0,2,632
Mike,59,1439.0,3,632
Nick,57,1474.0,4,632
Tim,55,1476.0,5,632
Sam,54,1473.0,6,632
Dove,47,1507.0,7,632
Mikey,46,1400.0,8,632
John,46,1310.0,9,632
Karl,29,1400.0,10,632
Andy,75,1622.0,1,633
Matt,62,1595.0,2,633
Tim,62,1548.0,3,633
Nick,52,1448.0,4,633
Dove,51,1517.0,5,633
Sam,51,1460.0,6,633
Mike,49,1523.0,7,633
Karl,48,1443.0,8,633
Mikey,46,1427.0,9,633
John,37,1291.0,10,633
Sam,67,1534.0,1,634
Matt,65,1631.0,2,634
John,59,1428.0,3,634
Tim,55,1615.0,4,634
Andy,53,1578.0,5,634
Mikey,53,1447.0,6,634
Mike,52,1449.0,7,634
Nick,50,1425.0,8,634
Karl,41,1470.0,9,634
Dove,36,1549.0,10,634
Nick,63,1516.0,1,635
Matt,62,1667.0,2,635
Tim,62,1595.0,3,635
Andy,58,1626.0,4,635
Mike,58,1477.0,5,635
Sam,57,1410.0,6,635
John,52,1392.0,7,635
Mikey,46,1509.0,8,635
Karl,44,1490.0,9,635
Dove,32,1445.0,10,635
Matt,65,1677.0,1,636
Tim,64,1622.0,2,636
Sam,63,1518.0,3,636
Mike,58,1491.0,4,636
Andy,57,1546.0,5,636
Nick,57,1487.0,6,636
Mikey,55,1347.0,7,636
John,43,1229.0,8,636
Dove,38,1472.0,9,636
Karl,35,1412.0,10,636
Tim,67,1661.0,1,637
Sam,66,1456.0,2,637
Matt,60,1563.0,3,637
Andy,54,1587.0,4,637
Mike,52,1477.0,5,637
Mikey,50,1425.0,6,637
John,50,1272.0,7,637
Nick,49,1456.0,8,637
Dove,47,1501.0,9,637
Karl,38,1439.0,10,637
Mike,67,1438.0,1,638
Sam,66,1505.0,2,638
Andy,60,1545.0,3,638
Tim,58,1572.0,4,638
Matt,56,1565.0,5,638
Mikey,55,1469.0,6,638
Karl,47,1472.0,7,638
Dove,44,1482.0,8,638
Nick,42,1406.0,9,638
John,40,1273.0,10,638
Tim,61,1520.0,1,639
John,61,1342.0,2,639
Mike,58,1430.0,3,639
Andy,57,1501.0,4,639
Sam,57,1404.0,5,639
Matt,54,1516.0,6,639
Nick,54,1379.0,7,639
Mikey,49,1391.0,8,639
Karl,44,1455.0,9,639
Dove,39,1402.0,10,639
Matt,69,1655.0,1,640
Tim,65,1564.0,2,640
Andy,63,1586.0,3,640
Mikey,60,1464.0,4,640
Nick,52,1464.0,5,640
Sam,51,1404.0,6,640
Mike,46,1418.0,7,640
Karl,44,1557.0,8,640
John,43,1300.0,9,640
Dove,38,1536.0,10,640
Nick,66,1532.0,1,641
Matt,62,1580.0,2,641
Andy,59,1583.0,3,641
Mike,58,1423.0,4,641
John,54,1333.0,5,641
Tim,53,1561.0,6,641
Sam,49,1501.0,7,641
Karl,47,1484.0,8,641
Dove,42,1423.0,9,641
Mikey,41,1399.0,10,641
Sam,64,1505.0,1,642
Nick,63,1494.0,2,642
Andy,61,1588.0,3,642
Tim,59,1474.0,4,642
Mike,53,1409.0,5,642
Karl,50,1456.0,6,642
Mikey,49,1421.0,7,642
John,47,1275.0,8,642
Matt,45,1504.0,9,642
Dove,41,1470.0,10,642
Andy,76,1700.0,1,643
Sam,60,1416.0,2,643
Matt,58,1637.0,3,643
Mike,58,1522.0,4,643
Nick,57,1494.0,5,643
John,50,1408.0,6,643
Mikey,49,1462.0,7,643
Tim,47,1504.0,8,643
Dove,39,1495.0,9,643
Karl,38,1460.0,10,643
Matt,65,1616.0,1,644
Mike,61,1450.0,2,644
Nick,58,1505.0,3,644
Tim,56,1559.0,4,644
Andy,54,1598.0,5,644
Mikey,54,1439.0,6,644
Sam,51,1465.0,7,644
Dove,47,1463.0,8,644
Karl,43,1502.0,9,644
John,42,1314.0,10,644
Tim,73,1640.0,1,645
Mike,67,1472.0,2,645
Matt,66,1642.0,3,645
Dove,57,1539.0,4,645
Andy,55,1594.0,5,645
Nick,50,1470.0,6,645
Mikey,50,1419.0,7,645
John,43,1362.0,8,645
Sam,42,1453.0,9,645
Karl,29,1472.0,10,645
Tim,73,1603.0,1,646
Matt,65,1583.0,2,646
Mike,59,1353.0,3,646
Andy,57,1569.0,4,646
Nick,57,1464.0,5,646
Mikey,50,1428.0,6,646
Sam,50,1359.0,7,646
John,49,1394.0,8,646
Dove,38,1392.0,9,646
Karl,35,1415.0,10,646
Matt,68,1568.0,1,647
Mikey,59,1437.0,2,647
Tim,55,1619.0,3,647
Dove,55,1550.0,4,647
Nick,55,1495.0,5,647
Sam,54,1446.0,6,647
Andy,52,1550.0,7,647
Mike,45,1470.0,8,647
Karl,44,1479.0,9,647
John,43,1362.0,10,647
Matt,69,1562.0,1,648
Tim,62,1631.0,2,648
Mike,60,1466.0,3,648
Nick,57,1482.0,4,648
Andy,52,1557.0,5,648
John,50,1328.0,6,648
Dove,48,1576.0,7,648
Sam,46,1374.0,8,648
Karl,45,1490.0,9,648
Mikey,41,1421.0,10,648
Matt,72,1646.0,1,649
Tim,70,1616.0,2,649
Andy,64,1659.0,3,649
Nick,58,1516.0,4,649
Sam,49,1491.0,5,649
Mikey,49,1475.0,6,649
John,49,1309.0,7,649
Mike,46,1395.0,8,649
Karl,38,1528.0,9,649
Dove,38,1505.0,10,649
Matt,65,1655.0,1,650
Andy,60,1576.0,2,650
Sam,57,1432.0,3,650
Dove,56,1555.0,4,650
Mikey,55,1460.0,5,650
Mike,55,1423.0,6,650
Nick,54,1467.0,7,650
Karl,50,1485.0,8,650
Tim,49,1543.0,9,650
John,34,1251.0,10,650
Matt,68,1599.0,1,651
Andy,63,1593.0,2,651
Nick,63,1486.0,3,651
Mike,59,1467.0,4,651
Sam,57,1459.0,5,651
Tim,52,1537.0,6,651
John,49,1355.0,7,651
Mikey,47,1454.0,8,651
Karl,46,1490.0,9,651
Dove,29,1419.0,10,651
Nick,72,1532.0,1,652
Tim,64,1520.0,2,652
Andy,60,1632.0,3,652
Matt,60,1565.0,4,652
Sam,54,1450.0,5,652
Mike,49,1495.0,6,652
John,49,1351.0,7,652
Mikey,47,1431.0,8,652
Karl,44,1448.0,9,652
Dove,35,1422.0,10,652
Matt,68,1676.0,1,653
Tim,65,1568.0,2,653
Mikey,55,1429.0,3,653
Nick,54,1513.0,4,653
Karl,52,1518.0,5,653
John,51,1296.0,6,653
Mike,49,1488.0,7,653
Sam,49,1419.0,8,653
Andy,48,1476.0,9,653
Dove,39,1533.0,10,653
Matt,63,1643.0,1,654
Andy,63,1639.0,2,654
Sam,63,1484.0,3,654
Mikey,59,1495.0,4,654
Tim,57,1596.0,5,654
Nick,53,1544.0,6,654
Mike,44,1436.0,7,654
Dove,44,1434.0,8,654
John,43,1304.0,9,654
Karl,41,1479.0,10,654
Sam,66,1528.0,1,655
Tim,62,1555.0,2,655
Mike,58,1526.0,3,655
Nick,55,1445.0,4,655
John,53,1379.0,5,655
Matt,50,1514.0,6,655
Mikey,50,1379.0,7,655
Andy,48,1536.0,8,655
Dove,47,1500.0,9,655
Karl,44,1506.0,10,655
Matt,66,1619.0,1,656
Tim,61,1491.0,2,656
John,61,1381.0,3,656
Dove,56,1566.0,4,656
Andy,54,1568.0,5,656
Nick,54,1501.0,6,656
Mikey,52,1447.0,7,656
Sam,46,1346.0,8,656
Mike,43,1349.0,9,656
Karl,41,1434.0,10,656
Matt,68,1694.0,1,657
Andy,66,1593.0,2,657
Sam,66,1435.0,3,657
Tim,58,1596.0,4,657
Nick,57,1526.0,5,657
Mike,49,1470.0,6,657
Karl,44,1489.0,7,657
Mikey,44,1424.0,8,657
Dove,44,1350.0,9,657
John,38,1302.0,10,657
Tim,76,1646.0,1,658
Mike,62,1492.0,2,658
Nick,61,1537.0,3,658
Matt,60,1616.0,4,658
Andy,51,1564.0,5,658
Sam,51,1421.0,6,658
Mikey,47,1404.0,7,658
John,44,1328.0,8,658
Dove,41,1402.0,9,658
Karl,39,1475.0,10,658
Matt,65,1633.0,1,659
Sam,63,1387.0,2,659
Tim,61,1573.0,3,659
Andy,56,1601.0,4,659
Nick,52,1505.0,5,659
Mike,52,1426.0,6,659
Dove,50,1464.0,7,659
Mikey,49,1477.0,8,659
John,46,1294.0,9,659
Karl,39,1479.0,10,659
Mike,61,1460.0,1,660
Nick,60,1470.0,2,660
Sam,57,1491.0,3,660
Matt,56,1580.0,4,660
Dove,56,1543.0,5,660
Andy,55,1528.0,6,660
Tim,54,1535.0,7,660
Mikey,47,1442.0,8,660
Karl,44,1443.0,9,660
John,43,1344.0,10,660
Sam,66,1507.0,1,661
Matt,65,1628.0,2,661
Tim,58,1574.0,3,661
Mikey,55,1462.0,4,661
Andy,54,1572.0,5,661
Mike,52,1467.0,6,661
Nick,50,1431.0,7,661
John,50,1354.0,8,661
Karl,42,1464.0,9,661
Dove,41,1511.0,10,661
Tim,65,1584.0,1,662
Mike,62,1529.0,2,662
John,60,1360.0,3,662
Matt,58,1676.0,4,662
Andy,58,1636.0,5,662
Sam,57,1446.0,6,662
Mikey,49,1479.0,7,662
Nick,46,1409.0,8,662
Karl,39,1485.0,9,662
Dove,36,1473.0,10,662
Nick,66,1483.0,1,663
Matt,63,1577.0,2,663
Tim,58,1615.0,3,663
Mikey,58,1473.0,4,663
Mike,53,1427.0,5,663
Andy,51,1530.0,6,663
Dove,50,1572.0,7,663
John,49,1433.0,8,663
Sam,48,1384.0,9,663
Karl,38,1513.0,10,663
Tim,76,1619.0,1,664
Andy,66,1618.0,2,664
Matt,62,1609.0,3,664
Sam,58,1450.0,4,664
Mikey,58,1448.0,5,664
Nick,57,1477.0,6,664
Karl,41,1477.0,7,664
Mike,40,1390.0,8,664
Dove,39,1441.0,9,664
John,35,1211.0,10,664
Tim,61,1545.0,1,665
Mikey,61,1443.0,2,665
Andy,58,1595.0,3,665
Matt,56,1575.0,4,665
Nick,55,1541.0,5,665
John,53,1337.0,6,665
Dove,50,1533.0,7,665
Mike,50,1378.0,8,665
Sam,45,1437.0,9,665
Karl,44,1471.0,10,665
Sam,66,1480.0,1,666
Tim,61,1584.0,2,666
Matt,59,1592.0,3,666
Nick,59,1489.0,4,666
Mikey,53,1433.0,5,666
Andy,52,1624.0,6,666
John,49,1327.0,7,666
Mike,47,1420.0,8,666
Karl,42,1468.0,9,666
Dove,42,1431.0,10,666
Andy,72,1616.0,1,667
Matt,62,1574.0,2,667
Mikey,58,1405.0,3,667
Dove,56,1553.0,4,667
Mike,56,1443.0,5,667
Tim,52,1480.0,6,667
John,51,1255.0,7,667
Nick,50,1400.0,8,667
Karl,38,1414.0,9,667
Sam,37,1350.0,10,667
Tim,61,1582.0,1,668
Nick,60,1465.0,2,668
Matt,56,1561.0,3,668
Mike,55,1418.0,4,668
Andy,54,1466.0,5,668
Mikey,52,1339.0,6,668
Dove,51,1545.0,7,668
Sam,51,1456.0,8,668
Karl,50,1475.0,9,668
John,44,1258.0,10,668
Andy,60,1636.0,1,669
Sam,60,1444.0,2,669
Tim,59,1616.0,3,669
Nick,58,1505.0,4,669
Matt,57,1644.0,5,669
Mike,56,1450.0,6,669
Dove,53,1491.0,7,669
John,49,1427.0,8,669
Mikey,43,1443.0,9,669
Karl,38,1472.0,10,669
Andy,80,1731.0,1,670
Dove,62,1584.0,2,670
Matt,59,1573.0,3,670
Sam,57,1434.0,4,670
Nick,51,1519.0,5,670
Mikey,49,1433.0,6,670
Mike,47,1401.0,7,670
Tim,44,1480.0,8,670
John,44,1284.0,9,670
Karl,39,1448.0,10,670
Mike,67,1470.0,1,671
Andy,63,1564.0,2,671
Karl,62,1599.0,3,671
Mikey,58,1432.0,4,671
Matt,50,1587.0,5,671
John,49,1264.0,6,671
Tim,47,1555.0,7,671
Dove,47,1473.0,8,671
Sam,46,1482.0,9,671
Nick,45,1448.0,10,671
Tim,73,1559.0,1,672
Andy,70,1541.0,2,672
Mike,68,1572.0,3,672
John,55,1361.0,4,672
Matt,52,1627.0,5,672
Sam,46,1431.0,6,672
Mikey,46,1392.0,7,672
Dove,44,1488.0,8,672
Nick,43,1460.0,9,672
Karl,35,1471.0,10,672
Andy,73,1683.0,1,673
Matt,61,1627.0,2,673
Sam,57,1467.0,3,673
Mike,56,1469.0,4,673
Nick,54,1514.0,5,673
Tim,51,1520.0,6,673
Dove,49,1478.0,7,673
Mikey,49,1417.0,8,673
John,46,1307.0,9,673
Karl,32,1398.0,10,673
Matt,69,1618.0,1,674
Tim,64,1627.0,2,674
Mike,64,1562.0,3,674
Sam,54,1449.0,4,674
Dove,53,1453.0,5,674
Andy,51,1518.0,6,674
Mikey,49,1496.0,7,674
Nick,46,1497.0,8,674
John,46,1341.0,9,674
Karl,38,1397.0,10,674
Nick,72,1544.0,1,675
Matt,69,1720.0,2,675
Sam,58,1486.0,3,675
Mikey,55,1464.0,4,675
Andy,54,1629.0,5,675
Tim,53,1539.0,6,675
Mike,46,1407.0,7,675
Dove,44,1489.0,8,675
John,43,1288.0,9,675
Karl,39,1497.0,10,675
Mike,73,1596.0,1,676
Tim,64,1519.0,2,676
Nick,64,1450.0,3,676
Andy,59,1568.0,4,676
Matt,56,1534.0,5,676
Mikey,50,1401.0,6,676
Sam,49,1458.0,7,676
John,49,1321.0,8,676
Dove,39,1439.0,9,676
Karl,28,1486.0,10,676
Andy,70,1660.0,1,677
Sam,61,1503.0,2,677
Matt,59,1625.0,3,677
Tim,59,1585.0,4,677
Nick,58,1498.0,5,677
Mike,52,1440.0,6,677
Mikey,47,1427.0,7,677
Karl,44,1488.0,8,677
John,41,1288.0,9,677
Dove,40,1505.0,10,677
Matt,71,1601.0,1,678
Tim,61,1584.0,2,678
Sam,57,1390.0,3,678
John,55,1446.0,4,678
Andy,54,1598.0,5,678
Mike,52,1374.0,6,678
Nick,51,1507.0,7,678
Mikey,50,1454.0,8,678
Dove,47,1580.0,9,678
Karl,36,1514.0,10,678
Sam,64,1445.0,1,679
Tim,63,1585.0,2,679
Nick,61,1466.0,3,679
Matt,57,1623.0,4,679
Dove,51,1532.0,5,679
Karl,50,1492.0,6,679
Mike,50,1410.0,7,679
John,46,1347.0,8,679
Andy,45,1461.0,9,679
Mikey,43,1386.0,10,679
Mike,64,1568.0,1,680
Tim,64,1564.0,2,680
Sam,57,1453.0,3,680
Matt,53,1548.0,4,680
Mikey,53,1420.0,5,680
Nick,52,1423.0,6,680
Karl,51,1500.0,7,680
Dove,50,1442.0,8,680
John,47,1220.0,9,680
Andy,42,1500.0,10,680
Matt,68,1649.0,1,681
Mikey,64,1521.0,2,681
Dove,62,1531.0,3,681
Andy,54,1603.0,4,681
Nick,52,1528.0,5,681
John,52,1444.0,6,681
Mike,50,1415.0,7,681
Tim,49,1480.0,8,681
Karl,44,1485.0,9,681
Sam,39,1364.0,10,681
Andy,63,1544.0,1,682
Sam,63,1495.0,2,682
Mike,61,1481.0,3,682
Mikey,55,1453.0,4,682
John,55,1278.0,5,682
Nick,54,1467.0,6,682
Tim,52,1490.0,7,682
Matt,50,1439.0,8,682
Karl,44,1488.0,9,682
Dove,38,1486.0,10,682
Nick,69,1519.0,1,683
Andy,64,1693.0,2,683
Matt,57,1605.0,3,683
Mike,57,1527.0,4,683
Tim,55,1574.0,5,683
Karl,50,1486.0,6,683
John,50,1250.0,7,683
Sam,49,1474.0,8,683
Dove,44,1478.0,9,683
Mikey,36,1427.0,10,683
Andy,70,1653.0,1,684
Matt,65,1463.0,2,684
Nick,63,1485.0,3,684
Sam,57,1442.0,4,684
Mike,56,1458.0,5,684
Tim,55,1569.0,6,684
Dove,47,1536.0,7,684
Mikey,43,1420.0,8,684
John,40,1259.0,9,684
Karl,38,1454.0,10,684
Tim,67,1612.0,1,685
Andy,66,1606.0,2,685
Sam,66,1509.0,3,685
Nick,64,1522.0,4,685
Matt,62,1606.0,5,685
Mikey,54,1419.0,6,685
Dove,42,1494.0,7,685
Mike,40,1360.0,8,685
John,40,1271.0,9,685
Karl,32,1426.0,10,685
Andy,66,1642.0,1,686
Nick,63,1545.0,2,686
Mike,59,1544.0,3,686
Sam,59,1519.0,4,686
Tim,56,1531.0,5,686
Karl,53,1538.0,6,686
Matt,50,1578.0,7,686
Mikey,47,1452.0,8,686
John,41,1332.0,9,686
Dove,35,1422.0,10,686
Matt,66,1560.0,1,687
Tim,61,1568.0,2,687
Nick,59,1467.0,3,687
Sam,57,1366.0,4,687
Mike,56,1391.0,5,687
Dove,53,1456.0,6,687
Andy,52,1444.0,7,687
Mikey,47,1375.0,8,687
John,44,1259.0,9,687
Karl,36,1426.0,10,687
Sam,62,1473.0,1,688
Andy,58,1591.0,2,688
Mikey,58,1453.0,3,688
Matt,57,1496.0,4,688
Mike,56,1521.0,5,688
Tim,55,1553.0,6,688
Nick,52,1468.0,7,688
John,50,1282.0,8,688
Karl,44,1463.0,9,688
Dove,37,1374.0,10,688
Matt,62,1566.0,1,689
Tim,61,1533.0,2,689
Andy,55,1540.0,3,689
Nick,55,1467.0,4,689
Mikey,55,1439.0,5,689
Karl,52,1606.0,6,689
Dove,50,1490.0,7,689
Mike,50,1457.0,8,689
John,47,1240.0,9,689
Sam,45,1401.0,10,689
Matt,68,1605.0,1,690
Sam,66,1448.0,2,690
John,61,1402.0,3,690
Dove,56,1568.0,4,690
Karl,51,1458.0,5,690
Tim,49,1496.0,6,690
Nick,49,1493.0,7,690
Mikey,46,1431.0,8,690
Andy,45,1439.0,9,690
Mike,43,1505.0,10,690
Matt,63,1648.0,1,691
Tim,62,1619.0,2,691
Andy,58,1531.0,3,691
Mikey,55,1497.0,4,691
Karl,53,1501.0,5,691
Dove,51,1490.0,6,691
Sam,51,1427.0,7,691
Nick,48,1409.0,8,691
Mike,46,1420.0,9,691
John,46,1357.0,10,691
Mike,68,1513.0,1,692
Andy,60,1548.0,2,692
Tim,58,1553.0,3,692
Mikey,58,1492.0,4,692
Nick,57,1440.0,5,692
Matt,53,1490.0,6,692
Sam,51,1457.0,7,692
Dove,48,1541.0,8,692
